Thickness_mm,Material_Loss_Percent,Max_Pressure_psi,Temperature_C,Corrosion_Impact_Percent,Thickness_Loss_mm,Time_Years,Material_Carbon Steel,Material_Fiberglass,Material_HDPE,Material_PVC,Material_Stainless Steel,Grade_API 5L X42,Grade_API 5L X52,Grade_API 5L X65,Grade_ASTM A106 Grade B,Grade_ASTM A333 Grade 6
0.5155821115158534,0.5989053777717419,0.06382978723404255,0.7163048965169106,0.6435,0.41382765531062116,0.6666666666666666,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
0.44988574508859713,0.7619751064148915,0.3191489361702128,0.7511357900050479,0.6115,0.8807615230460922,0.49999999999999994,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0
0.2962678428936725,0.4728376580503697,1.0,0.35739525492175667,0.8119999999999999,0.1062124248496994,0.29166666666666663,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0
0.291119908884799,0.7519979469778437,0.06382978723404255,0.3654719838465421,0.8695,0.5320641282565131,0.625,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
0.49814051311262153,0.6268933127358572,0.3191489361702128,0.2852094901564866,0.044000000000000004,0.46392785571142275,0.625,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0
0.6377098098354468,0.6224139380650667,0.3191489361702128,0.6214033316506815,0.9455,0.6593186372745491,0.041666666666666664,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
0.14033374264111498,0.9422941610556662,0.06382978723404255,0.39172135285209486,0.145,0.9979959919839679,0.49999999999999994,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
0.38201062589420476,0.6147941204873055,0.3191489361702128,0.48965169106511863,0.5630000000000001,0.313627254509018,0.37499999999999994,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0
0.3126605692170975,0.7000820609382122,0.3191489361702128,0.5754669358909641,0.033,0.42084168336673344,0.5416666666666666,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0
0.3223528400333132,0.6372987514120698,0.19148936170212766,0.3710247349823321,0.3085,0.3016032064128256,0.24999999999999997,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
0.0,0.8660071044596864,0.0,0.4003028773346794,0.45999999999999996,0.4128256513026052,0.6666666666666666,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
0.6034030211518613,0.6961921313208614,0.0,0.5759717314487632,0.8039999999999999,0.9188376753507014,0.16666666666666666,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0
0.02759654648126164,0.9311332514266287,0.3191489361702128,0.5699141847551741,0.30200000000000005,0.6543086172344689,0.9999999999999999,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
0.7309747780102831,0.5895806128577908,0.19148936170212766,0.497223624432105,0.851,0.6983967935871743,0.6666666666666666,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
0.5625247579396455,0.22486446921162717,0.3191489361702128,0.43513377082281673,0.34600000000000003,0.04308617234468937,0.16666666666666666,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0
0.8219699128207372,0.1260964680943044,0.0,0.276627965673902,0.8820000000000001,0.03607214428857715,0.37499999999999994,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
0.2033744766903246,0.7105923047165851,1.0,0.4326097930338213,0.9820000000000001,0.3246492985971943,0.3333333333333333,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
0.24679459421991856,0.8780790554220215,0.06382978723404255,0.32256436143361933,0.1,0.9559118236472947,0.49999999999999994,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
0.2509890948907467,0.8110681286914415,0.0,0.6325088339222615,0.48250000000000004,0.6623246492985971,0.7083333333333334,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0
0.5757888725212406,0.673588925306967,0.574468085106383,0.4260474507824331,0.296,0.749498997995992,0.24999999999999997,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0
0.49337490311739507,0.3522071403829803,0.3191489361702128,0.7637556789500253,0.051000000000000004,0.08717434869739478,0.75,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
0.45829818772068687,0.7044307824703004,0.3191489361702128,0.121655729429581,0.9645,0.6492985971943888,0.08333333333333334,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0
0.5221910383688528,0.6284592533678487,0.3191489361702128,0.31600201918223114,0.9165,0.49999999999999994,0.16666666666666666,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
0.5875121637616305,0.605009865230232,0.19148936170212766,0.5840484603735486,0.10300000000000001,0.5210420841683366,0.41666666666666663,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
0.6504109748066011,0.4604064970596887,0.3191489361702128,0.3165068147400303,0.767,0.2625250501002004,0.7083333333333334,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
0.3427072609855889,0.7332265322194911,0.06382978723404255,0.4512872286723877,0.6485000000000001,0.5541082164328657,0.125,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
0.4668366665265069,0.7676013621582654,0.06382978723404255,0.6380615850580514,0.46399999999999997,0.9529058116232464,0.041666666666666664,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0
0.5999744835087228,0.4192557488597402,0.3191489361702128,0.4028268551236749,0.0665,0.1783567134268537,0.4583333333333333,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
0.11095512004165364,0.8285436566872884,0.06382978723404255,0.8859162039374053,0.046000000000000006,0.47895791583166325,0.49999999999999994,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0
0.7308203705892768,0.5301691496872409,0.19148936170212766,0.5593134780413932,0.8109999999999999,0.4929859719438877,0.37499999999999994,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
0.3488583895568462,0.31428667570392876,1.0,0.4724886420999495,0.097,0.04509018036072144,0.9166666666666666,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
0.5386217217892508,0.32793011885576895,0.06382978723404255,0.5729429581019686,0.8365,0.08416833667334668,0.9999999999999999,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
0.9872328766282537,0.4885617152319564,0.19148936170212766,0.563351842503786,0.083,0.7535070140280561,0.6666666666666666,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
0.38905482599741603,0.6135801807734643,0.19148936170212766,0.5270065623422514,0.4035,0.31763527054108215,0.041666666666666664,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0
0.6375141862420013,0.579933315558863,0.3191489361702128,0.718828874305906,0.439,0.5150300601202406,0.041666666666666664,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
0.26933097616144064,0.6024353031638844,0.0,0.4891468955073195,0.994,0.21142284569138275,0.8333333333333334,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
0.8071085361590788,0.33689528611054176,0.574468085106383,0.29379101463907115,0.7120000000000001,0.18336673346693386,0.16666666666666666,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0
0.2520307846499198,0.8198949372203982,1.0,0.7284199899040888,0.508,0.6983967935871743,0.875,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
0.8427388197294088,0.5144490705885189,0.0,0.8132256436143362,0.481,0.6032064128256514,0.6666666666666666,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
0.7708764496011122,0.3759963780664711,0.19148936170212766,0.5169106511862696,0.36150000000000004,0.21442885771543083,0.16666666666666666,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
0.05424718500164849,0.9646731864082513,0.06382978723404255,0.5648662291771832,0.23250000000000004,0.8627254509018035,0.041666666666666664,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
0.5273995598787451,0.37255245762233297,1.0,0.933871781928319,0.22650000000000003,0.1092184368737475,0.7083333333333334,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0
0.22401008178279314,0.8786431548145743,1.0,0.8889449772842,0.12,0.8967935871743488,0.875,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0
0.5330505657847255,0.5321029388038958,0.19148936170212766,0.16708732963149922,0.756,0.29358717434869736,0.9166666666666666,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0
0.9019027459143014,0.4576351671951562,0.0,0.5239777889954568,0.244,0.501002004008016,0.125,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
0.11169834240027676,0.7191162810870841,0.19148936170212766,0.39828369510348305,0.7685,0.2575150300601202,0.41666666666666663,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
0.4184315180048266,0.6459859618999104,0.0,0.8308934881373045,0.3795,0.4158316633266533,0.9583333333333334,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
0.6298081557138173,0.06898841688684865,1.0,0.47501261988894494,0.6715,0.01002004008016032,0.4583333333333333,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
0.10796814102478147,0.49371695149820943,0.3191489361702128,0.3321554770318021,0.6035,0.06813627254509017,0.9583333333333334,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0
0.6458395688778158,0.5633226042920914,0.3191489361702128,0.6976274608783443,0.3255,0.4779559118236473,0.24999999999999997,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
0.7053020872845959,0.5028142403870752,0.3191489361702128,0.6713780918727915,0.3835,0.3917835671342685,0.9166666666666666,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
0.2525505992861897,0.5383477337781483,0.3191489361702128,0.35234729934376574,0.6325000000000001,0.1382765531062124,0.6666666666666666,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0
0.6963029288342162,0.45064447490632237,0.574468085106383,0.5365976779404341,0.614,0.2795591182364729,0.7916666666666666,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
0.055105247025840076,0.9439055025358642,1.0,0.34628975265017664,0.7645,0.7695390781563126,0.041666666666666664,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
0.44704123246999095,0.3028694864732016,0.574468085106383,0.6360424028268551,0.844,0.05511022044088176,0.37499999999999994,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
0.7351210839143172,0.254949652487262,0.06382978723404255,0.2887430590610802,0.28900000000000003,0.08617234468937875,0.75,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0
0.6627157259902681,0.48181768307817174,0.06382978723404255,0.35184250378596665,0.051500000000000004,0.30861723446893785,0.5416666666666666,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
0.22008128712362285,0.7279221938959849,0.3191489361702128,0.21049974760222107,0.4415,0.376753507014028,0.5416666666666666,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
0.6810075432212144,0.5719550604145232,0.0,0.38768298838970217,0.667,0.5521042084168336,0.9999999999999999,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0
0.2126794358411992,0.7515831061381378,0.3191489361702128,0.19888944977284198,0.0985,0.4218436873747494,0.24999999999999997,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0
0.29766023755266025,0.5493844049563396,0.06382978723404255,0.8409893992932862,0.5175,0.16833667334669336,0.41666666666666663,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0
0.7066179978744642,0.10169585357471436,0.3191489361702128,0.5174154467440686,0.37200000000000005,0.020040080160320637,0.75,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
0.5732636395576121,0.6594630217653356,0.0,0.668349318525997,0.6305000000000001,0.6863727454909819,0.08333333333333334,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
0.07515767043501054,0.8907791215561487,0.0,0.768298838970217,0.528,0.6082164328657315,0.9999999999999999,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0
0.8425062065400655,0.2122570457071181,0.19148936170212766,0.5315497223624431,0.2005,0.08316633266533065,0.24999999999999997,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0
0.09810115550459597,0.7588830623298768,1.0,0.15396264512872287,0.20650000000000002,0.3096192384769539,0.7083333333333334,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
0.23065539658029122,0.6794681279755262,0.574468085106383,0.7248864209994952,0.009,0.2945891783567134,0.9583333333333334,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
0.5118321438304199,0.5813347956790198,0.0,0.43311458859162033,0.328,0.3697394789579158,0.7083333333333334,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
1.0,0.07342017975247322,0.0,0.30035335689045933,0.759,0.030060120240480957,0.24999999999999997,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0
0.7957467210685185,0.5879983434352835,0.574468085106383,0.2614840989399293,0.9525000000000001,0.8206412825651301,0.24999999999999997,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
